ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean,softmasked_percent,GC_percent
GCA_038051015.1_Phypa1,2016321,Phyllosticta paracitricarpa,CBS 141358,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta paracitricarpa,2024-04-10,38.45x,Flye v. 2.3.6-release,PacBio,haploid,Contig,,,30827934,10192,1816.73,29637,568.95,28837,496.08,19440,85.12,11.56,53.64
GCF_038021145.1_Pcitr2,595635,Phyllosticta citriasiana,CBS 120426,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citriasiana,2024-04-08,345.16x,Falcon pb-assembly v. 0.0.2; falcon-kit v. 1.2.3; pypeflow v. 2.1.0,PacBio,haploid,Contig,,,33767235,10413,1781.50,29596,574.32,28818,500.30,19178,81.02,15.62,52.04
GCF_038025025.1_Pcit17464,989973,Phyllosticta citribraziliensis,CPC 17464,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citribraziliensis,2024-04-09,101.44x,Flye v. 2.3.6-release,PacBio,haploid,Contig,,,31354043,10838,1817.48,30240,601.16,29389,513.32,19393,78.39,11.62,54.33
GCA_029339225.1_ASM2933922v1,1825666,Phyllachora maydis,PM02,Ascomycota,,Sordariomycetes,,Phyllachorales,Phyllachoraceae,Phyllachora,Phyllachora maydis,2023-03-22,112.0x,Flye v. 2.9,Oxford Nanopore PromethION; Illumina NovaSeq,haploid,Scaffold,6099478,13,64389245,8654,2536.75,43508,342.00,43508,342.00,34166,255.30,49.71,44.99
GCA_014635975.1_ASM1463597v1,2720662,Plectosphaerella sp. P0831,P0831,Ascomycota,,Sordariomycetes,,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella sp. P0831,2020-09-18,27.6x,SPAdes v. 3.11.0,Illumina HiSeq,haploid,Scaffold,191028,523,37496781,0,0,0,0,0,0,0,0,10.28,57.11
GCF_038381095.1_Phycap1,121624,Phyllosticta capitalensis,CBS 128856,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,2024-04-18,249.25x,Falcon v. 0.7.3,Pacbio,haploid,Contig,,,32461131,12222,1587.83,31601,565.96,30926,502.46,19372,78.58,8.58,54.58
GCA_022609195.1_ASM2260919v1,1075097,Plenodomus libanotidis,CBS 113795,Ascomycota,,Dothideomycetes,,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus libanotidis,2022-03-17,127.7x,SPAdes v. 3.12.0,Illumina NovaSeq,haploid,Scaffold,200390,1473,45988386,0,0,0,0,0,0,0,0,7.22,52.25
GCA_025603285.1_Piptie1,1286916,Piptocephalis tieghemiana,RSA 1565,Zoopagomycota,,Zoopagomycetes,,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis tieghemiana,2022-10-05,145.4x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,131529,214,18550337,5976,1583.03,18337,426.45,18170,429.68,12359,132.75,29.48,51.71
GCA_027600675.1_ASM2760067v1,261098,Phlyctochytrium planicorne,JEL0388,Chytridiomycota,,Chytridiomycetes,,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium planicorne,2023-01-09,24x,dipSPADes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Contig,,,30010325,10461,2057.75,56138,321.56,56085,321.80,45677,76.06,12.32,47.29
GCA_018902385.1_ASM1890238v1,116821,Physcia stellaris,C0375214F,Ascomycota,,Lecanoromycetes,,Caliciales,Physciaceae,Physcia,Physcia stellaris,2021-06-16,31.0x,canu v. 2.0,Oxford Nanopore; Illumina,haploid,Scaffold,643737,155,44010370,10217,1766.94,34032,461.77,34032,461.77,23815,98.17,22.30,43.63
GCA_021018615.1_PhlFC14_2,2615122,Phlebopus sp. FC_14,FC_14,Basidiomycota,,Agaricomycetes,,Boletales,Boletinellaceae,Phlebopus,Phlebopus sp. FC_14,2021-12-01,392.85x,Falcon pb-assembly v. 0.0.2; falcon-kit v. 1.2.3; pypeflow v. 2.1.0,PacBio,haploid,Contig,,,36096188,9509,1850.70,59931,241.27,58187,218.53,50421,62.26,20.17,48.32
GCA_000263175.2_Pleo_1.0,1162309,Pleosporales sp. UM 1110,UM 1110,Ascomycota,,Dothideomycetes,,Pleosporales,,,Pleosporales sp. UM 1110 2012,2012-05-16,100.0x,SOAPdenovo v. 1.05,Illumina GAIIx,haploid,Contig,,,36919636,0,0,0,0,0,0,0,0,6.26,51.34
GCA_017312325.1_RS_HGAP_Assembly.3,98342,Pleurotus citrinopileatus,HfpriPC05-1-Y1,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus citrinopileatus,2021-03-02,25X,"SMRT Anlysis v. 2,3",PacBio RS II,haploid,Contig,,,38586867,0,0,0,0,0,0,0,0,7.42,49.46
GCA_038090615.1_Mulu21-Phylloporus-cf-gajari,1653766,Phylloporus gajari,KM173093,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Phylloporus,Phylloporus gajari,2024-04-12,33.13864153846154x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,532,337991,193215278,0,0,0,0,0,0,0,0,20.26,42.03
GCA_025677815.1_Phaart1,60185,Phascolomyces articulosus,RSA 2281,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Phascolomyces,Phascolomyces articulosus,2022-10-13,121.3x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,47605836,14554,1821.22,68081,294.79,66851,260.48,53525,120.28,29.49,33.60
GCA_019395345.1_ASM1939534v1,98346,Pleurotus floridanus,CCMSSC00406,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus floridanus,2021-07-29,40.0x,AllPaths v. 52488,Illumina HiSeq,haploid,Scaffold,331558,425,35078781,0,0,0,0,0,0,0,0,4.85,49.98
GCA_027627325.1_Phlebia_brevispora_MPL23_reassembly_enz,194682,Phlebia brevispora,MPL23,Basidiomycota,,Agaricomycetes,,Polyporales,Meruliaceae,Phlebia,Phlebia brevispora,2023-01-10,24.0x,MIRA v. 4.0; Geneious v. R11,IonTorrent,haploid,Contig,,,28652608,9452,1961.83,70353,199.51,70353,199.51,60901,74.00,2.94,50.50
GCA_032158425.1_ASM3215842v1,1156456,Pleurotus giganteus,PG46,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus giganteus,2023-09-28,219.0x,SMARTdenovo v. July-2022,PacBio Sequel,haploid,Contig,,,40070066,0,0,0,0,0,0,0,0,7.30,50.46
GCA_030770415.1_LANL_DS1613_1.0,3044270,Pleoardoris graminearum,DS1613,Ascomycota,,Dothideomycetes,,Pleosporales,Didymosphaeriaceae,Pleoardoris,Pleoardoris graminearum,2023-08-17,379.0x,SPAdes v. 3.13.1,Illumina NextSeq; Illumina MiSeq,haploid,Scaffold,281485,710,101793380,0,0,0,0,0,0,0,0,60.35,31.66
GCA_019455505.1_ASM1945550v1,57462,Pleochaeta shiraiana,HAL3440F,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Pleochaeta,Pleochaeta shiraiana,2021-08-05,133.0x,SOAPdenovo v. 2.04,Illumina NovaSeq,haploid,Scaffold,14435,14439,96756433,0,0,0,0,0,0,0,0,21.69,37.87
GCA_029467805.1_ASM2946780v1,280321,Pleurotus eryngii var. eryngii,CCMJ2132,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus eryngii,2023-03-29,53.57x,SMRTdenovo v. February-2018,PacBio Sequel,haploid,Contig,,,53459950,0,0,0,0,0,0,0,0,11.04,49.30
GCA_900073065.1_PAC_version_1,576137,Phialocephala subalpina,UAMH 11012,Ascomycota,,Leotiomycetes,,Helotiales,Mollisiaceae,Phialocephala,Phialocephala subalpina,2016-12-03,25x,,,haploid,Scaffold,1433508,205,69693031,20290,1632.29,62990,402.36,66120,444.72,54,26.13,9.83,44.02
GCA_000832265.1_Phlgi1,745531,Phlebiopsis gigantea 11061_1 CR5-6,11061_1 CR5-6,Basidiomycota,,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phlebiopsis,Phlebiopsis gigantea,2015-02-06,145x,Allpaths-LG v. R36892,Illumina,haploid,Scaffold,120609,573,30143925,12009,1694.18,71360,229.76,69043,212.14,59345,66.57,8.02,54.01
GCA_024196135.1_ASM2419613v1,2899117,Pleurotus ostreatus/Saccharomyces cerevisiae fusant,D1-P,,,,,,,,Pleurotus ostreatus/Saccharomyces cerevisiae fusant,2022-07-08,89.0x,ABySS v. 2.0.2; Canu v. 2.0,Illumina HiSeq,haploid,Scaffold,25321,4645,51575518,0,0,0,0,0,0,0,0,12.40,57.66
GCA_014058305.1_ASM1405830v1,716892,Pleurotus tuber-regium,ACCC 50657-18,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus tuber-regium,2020-08-04,527.0x,Canu v. OCT-2019,PacBio Sequel,haploid,Contig,,,35822125,0,0,0,0,0,0,0,0,8.28,47.50
GCA_003313735.1_ASM331373v1,2015914,Pleurotus platypus,MG11,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus platypus,2018-07-11,60x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,62119,6484,39966270,0,0,0,0,0,0,0,0,7.39,50.98
GCA_002583695.1_PsmonoN60v_1.0,64638,Pleurotus salmoneostramineus,N60,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus salmoneostramineus,2017-10-04,27X,CLC_Genomics_Workbench v. 8.0,Illumina NextSeq 500,haploid,Scaffold,108301,1372,39193168,0,0,0,0,0,0,0,0,7.07,49.98
GCA_036872985.1_ASM3687298v1,879823,Pleurotus tuoliensis,Ptuo-s1,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus tuoliensis,2024-02-26,200.0x,Necat v. 1.0,Nanopore,haploid,Contig,,,43778493,0,0,0,0,0,0,0,0,10.45,50.31
GCA_026743855.1_ASM2674385v1,98349,Pleurotus sapidus,DSM 8266,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus sapidus,2022-12-08,108.0x,SOAPdenovo v. 2.0.4; SMRT portal v. 3.2.0,Illumina; PacBio,haploid,Contig,,,46879574,0,0,0,0,0,0,0,0,8.78,51.15
GCA_003988805.1_ASM398880v1,2316157,Ploettnerulaceae sp. D365,D365,Ascomycota,,Leotiomycetes,,Helotiales,Ploettnerulaceae,,Ploettnerulaceae sp. D365,2018-12-31,156.54x,A5 Miseq v. 2016,Illumina HiSeq,haploid,Scaffold,251042,485,32146331,0,0,0,0,0,0,0,0,8.84,46.90
GCA_001632445.1_Ricme1,1314672,Peniophora sp. CONT,CONT,Basidiomycota,,Agaricomycetes,,Russulales,Peniophoraceae,Peniophora,Peniophora sp. CONT,2016-04-28,141.3x,Allpaths-LG v. R49403,Illumina,haploid,Scaffold,128407,1092,46030792,19179,1675.41,94534,287.62,91851,257.17,75348,65.70,7.03,53.53
GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0,650164,Phanerochaete carnosa HHB-10118-sp,HHB-10118-sp,Basidiomycota,,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phanerochaete,Phanerochaete carnosa,2012-10-16,58.1x,Newbler v. 2.5,Sanger; 454; Illumina,haploid,Scaffold,3534421,1137,46293325,14056,1747.90,74833,269.16,70655,226.80,60753,72.89,6.46,49.52
GCA_027596945.1_ASM2759694v1,109957,Physocladia obscura,JEL0513,Chytridiomycota,,Chytridiomycetes,,Chytridiales,Chytriomycetaceae,Physocladia,Physocladia obscura,2023-01-09,67.4x,SPAdes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NextSeq,haploid,Scaffold,11689,6326,44089900,12959,1667.99,49881,368.01,49714,369.00,36922,88.26,22.27,38.85
GCA_021029095.1_Pheni1,127956,Phellopilus nigrolimitatus,SigPhenig9,Basidiomycota,,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Phellopilus,Phellopilus nigrolimitatus,2021-12-03,140.98x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,56764883,14930,1754.07,85641,246.07,82701,220.07,70711,72.34,10.10,51.26
GCA_018524395.1_ASM1852439v1,2841190,Podaxis carcinomalis,LINN1287.8,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis carcinomalis,2021-05-26,47.118x,SPAdes v. 3.14.0,BGISeq,haploid,Scaffold,139162,866,31545462,0,0,0,0,0,0,0,0,5.45,47.10
GCA_018524725.1_ASM1852472v1,3240953,Podaxis mareebaensis,AQ645840,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis mareebaensis,2021-05-26,130.142x,SPAdes v. 3.14.0,DNBSeq,haploid,Scaffold,135792,634,37613861,0,0,0,0,0,0,0,0,7.99,48.26
GCA_022343325.1_CAIQ.LN.1,220672,Plenodomus biglobosus,CA1,Ascomycota,,Dothideomycetes,,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus biglobosus,2022-02-18,389x,MaSuRCA v. 3.3.5,Illumina HiSeq; Oxford Nanopore MinION,haploid,Contig,,,32631215,12195,1587.42,30595,581.15,30270,529.50,18400,85.78,11.30,49.85
GCA_018524465.1_ASM1852446v1,56191,Podaxis pistillaris,LINN1287.7,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis pistillaris,2021-05-26,37.822x,SPAdes v. 3.14.0,BGISeq,haploid,Scaffold,103172,907,35479492,0,0,0,0,0,0,0,0,6.06,48.20
GCA_018524415.1_ASM1852441v1,1810667,Podaxis rugospora,PREM57485,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis rugospora,2021-05-26,43.714x,SPAdes v. 3.14.0,BGISeq + PacBio,haploid,Contig,,,32649677,0,0,0,0,0,0,0,0,6.55,48.23
GCA_017311265.1_ASM1731126v1,2698477,Pneumocystis canis,Ck1,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis canis,2021-03-09,17.0x,SPAdes v. 3.12.0,Illumina HiSeq,haploid,Scaffold,457148,78,7939452,3203,1872.30,21806,217.56,21662,217.40,18603,67.35,34.77,26.26
GCA_026027315.1_ASM2602731v1,318763,Pleopsidium flavum,Spribille 41593/TS-e1965,Ascomycota,,Lecanoromycetes,,Acarosporales,Acarosporaceae,Pleopsidium,Pleopsidium flavum,2022-11-07,418x,SPAdes v. 3.13.1,Illumina HiSeq,haploid,Contig,,,30780842,10857,1419.75,29316,478.37,29269,478.97,18459,75.32,6.19,48.50
GCA_017311285.1_Pneumocystis_oryctolagi_MERGE_1.1,42067,Pneumocystis oryctolagi,RABM,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis oryctolagi,2021-03-09,14.0x,SPAdes v. 3.12.0,Illumina HiSeq,haploid,Scaffold,771022,38,7639465,2856,1957.75,20032,223.14,19841,223.34,17176,65.29,31.37,27.76
GCA_025716855.1_Pilano1,64641,Pilaira anomala,RSA1997,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Pilaira,Pilaira anomala,2022-10-16,151.59x,Falcon v. 0.4.2,PacBio,haploid,Contig,,,34898111,12994,1531.60,51108,325.13,49878,300.99,38110,86.22,28.34,32.54
GCA_018524425.1_ASM1852442v1,2802314,Podaxis sp. AQ795752,AQ795752,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis sp. AQ795752,2021-05-26,154.712x,SPAdes v. 3.14.0,DNBSeq,haploid,Scaffold,70738,1968,31663468,0,0,0,0,0,0,0,0,7.30,47.34
GCA_020726575.1_Plecucu1,936078,Plectosphaerella plurivora,MPI-SDFR-AT-0117,Ascomycota,,Sordariomycetes,,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella plurivora,2021-10-29,248.39x,Falcon pb-assembly v. 0.0.2; falcon-kit v. 1.2.3; pypeflow v. 2.1.0,PacBio SEQUEL,haploid,Contig,,,35930556,12801,1736.44,36152,564.41,34756,517.25,23339,78.19,9.93,57.76
GCA_025528865.1_Pilumb1,101123,Pilobolus umbonatus,NRRL 6349,Mucoromycota,,Mucoromycetes,,Mucorales,Pilobolaceae,Pilobolus,Pilobolus umbonatus,2022-10-03,326.04x,Falcon v. 0.7.3,PacBio,haploid,Contig,,,34772712,11101,1579.84,49604,296.78,48260,266.97,38503,73.14,15.52,37.07
GCA_020746995.1_Plecuc1,40658,Plectosphaerella cucumerina,MPI-CAGE-AT-0016,Ascomycota,,Sordariomycetes,,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,2021-11-05,141.27x,Falcon v. 0.7.3,PacBio RSII,haploid,Contig,,,36520717,13290,1794.67,36833,597.03,36009,520.01,23541,79.05,10.79,58.45
GCF_022343315.1_CAIQ.LM.1,5022,Plenodomus lingam,CAN1,Ascomycota,,Dothideomycetes,,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus lingam,2022-02-18,323x,MaSuRCA v. 3.3.5,Illumina HiSeq; Oxford Nanopore MinION,haploid,Scaffold,1977794,48,42037832,11989,1624.77,31184,565.99,30718,506.66,19195,95.32,29.79,45.72
GCA_018524895.1_ASM1852489v1,2802319,Podaxis sp. C-F-101400,C-F-101400,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis sp. C-F-101400,2021-05-26,130.152x,SPAdes v. 3.14.0,DNBSeq,haploid,Scaffold,106647,789,37634613,0,0,0,0,0,0,0,0,7.75,48.29
GCA_018524765.1_ASM1852476v1,2802318,Podaxis sp. AQ799166,AQ799166,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis sp. AQ799166,2021-05-26,127.776x,SPAdes v. 3.14.0,DNBSeq,haploid,Scaffold,65954,2385,38595285,0,0,0,0,0,0,0,0,7.25,47.54
GCA_018524435.1_ASM1852443v1,2802315,Podaxis sp. C-F-101401,C-F-101401,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis sp. C-F-101401,2021-05-26,38.234x,SPAdes v. 3.14.0,BGISeq + PacBio,haploid,Contig,,,37941221,0,0,0,0,0,0,0,0,7.11,48.60
GCF_001638985.1_Phybl2,763407,Phycomyces blakesleeanus NRRL 1555(-),NRRL 1555(-),Mucoromycota,,Mucoromycetes,,Mucorales,Phycomycetaceae,Phycomyces,Phycomyces blakesleeanus,2016-05-06,7.49x,JGI Jazz v. July-2009,Sanger dideoxy sequencing,haploid,Scaffold,1515579,80,53939167,16850,1602.38,75325,248.65,74289,236.33,58474,141.48,27.42,35.40
GCA_002157105.1_PirspE2_v1.0,73868,Piromyces sp. E2,E2,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Piromyces,Piromyces sp. E2,2017-05-24,18-19x,Newbler v. 2.5,Sanger dideoxy sequencing; Illumina,haploid,Scaffold,144455,1656,71019055,14612,1674.59,45130,383.15,44997,377.30,30518,235.20,32.37,13.14
GCA_018127085.1_P2C.v1.0,2698480,Pneumocystis sp. 'macacae',P2C,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis sp. 'macacae',2021-04-23,1395.0x,CANU v. 1.8.0,Oxford Nanopore MinION,haploid,Chromosome,505402,19,8274841,3427,1880.30,21608,239.66,21571,239.92,18181,69.60,31.62,29.15
GCF_001477545.1_Pneu_cari_B80_V3,1408658,Pneumocystis carinii B80,B80,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis carinii,2015-12-22,98.0x,ALLPATHS v. R47825,Illumina; 454; Pacific Biosciences,haploid,Contig,,,7661456,3695,1701.65,21808,247.95,21428,237.60,18113,48.60,29.80,27.76
GCA_018524945.1_ASM1852494v1,2802320,Podaxis sp. C-F-92630,C-F-92630,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis sp. C-F-92630,2021-05-26,37.49x,SPAdes v. 3.14.0,BGISeq + PacBio,haploid,Contig,,,38546604,0,0,0,0,0,0,0,0,6.83,48.31
GCA_025504975.1_ASM2550497v1,301713,Plenodomus lindquistii,US01,Ascomycota,,Dothideomycetes,,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus lindquistii,2022-09-30,392.0x,MaSuRCA v. 3.3.5,Illumina NovaSeq; Oxford Nanopore MinION,haploid,Contig,,,38594945,12531,1740.97,34847,656.49,33561,556.75,21270,71.96,14.08,48.22
GCF_001477535.1_Pneu_jiro_RU7_V2,1408657,Pneumocystis jirovecii RU7,RU7,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis jirovecii,2015-12-22,241.4x,Spades v. 2.5.1; Abyss; Spades v. 3.0,Illumina; Pacific Biosciences,haploid,Contig,,,8396240,3811,1652.39,21770,247.40,21689,246.62,17959,50.75,31.81,28.66
GCA_017301755.1_ASM1730175v1,38082,Pneumocystis wakefieldiae,2A,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis wakefieldiae,2021-03-08,2663.0x,SPAdes v. 3.12.0,Illumina HiSeq,haploid,Complete Genome,480681,17,7303369,3223,1851.42,23129,204.26,23088,204.24,19906,62.43,27.14,29.80
GCA_018524685.1_ASM1852468v1,2802316,Podaxis sp. MADm22,MADm22,Basidiomycota,,Agaricomycetes,,Agaricales,Agaricaceae,Podaxis,Podaxis sp. MADm22,2021-05-26,38.36x,SPAdes v. 3.14.0,BGISeq,haploid,Scaffold,61653,1441,33280905,0,0,0,0,0,0,0,0,6.05,48.06
GCA_010093695.1_Photr1,1408161,Plenodomus tracheiphilus IPT5,IPT5,Ascomycota,,Dothideomycetes,,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus tracheiphilus,2020-01-31,98.6x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,532795,273,34242632,13291,1681.83,35325,581.62,34416,508.16,22028,82.12,6.90,51.15
GCF_000349005.2_Pneumo_murina_B123_V4,1069680,Pneumocystis murina B123,B123,Ascomycota,,Pneumocystomycetes,,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis murina,2015-12-22,214.9x,ALLPATHS v. R38037M,Illumina; 454; Pacific Biosciences,haploid,Contig,,,7501343,3675,1692.21,22085,241.52,21735,229.85,18410,48.06,32.17,26.96
GCA_002104945.1_Piromyces_sp._finnis_v3.0,1754191,Piromyces finnis,finn,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Piromyces,Piromyces finnis,2017-04-20,20x,Falcon v. 20150218,PacBio,haploid,Contig,,,56455805,11314,2278.32,54796,352.32,52467,326.61,43463,149.27,54.30,21.18
GCA_015484465.1_Phocon1,109636,Pholiota conissans,CIRM-BRFM 674,Basidiomycota,,Agaricomycetes,,Agaricales,Strophariaceae,Pholiota,Pholiota conissans,2020-11-15,102.3x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,100821,1310,43955553,16767,1672.29,91988,250.12,88764,223.54,75219,66.90,6.02,47.56
GCA_017354895.1_ASM1735489v1,48703,Podospora comata,Wa139-,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora comata,2021-03-15,52.5779x,Miniasm v. 0.2,Oxford Nanopore MiniION,haploid,Complete Genome,4603841,8,34562211,0,0,0,0,0,0,0,0,10.99,52.10
GCA_013170925.1_ASM1317092v1,79249,Podosphaera leucotricha,PuE-3,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera leucotricha,2020-05-26,60.0x,MEGAHIT v. JAN-2020,Illumina NextSeq,haploid,Contig,,,43868508,0,0,0,0,0,0,0,0,9.38,43.69
GCA_010093715.1_Plesi1,1314801,Pleomassaria siparia CBS 279.74,CBS 279.74,Ascomycota,,Dothideomycetes,,Pleosporales,Pleomassariaceae,Pleomassaria,Pleomassaria siparia,2020-01-31,87.3x,AllPathsLG v. R44849,Illumina,haploid,Scaffold,1889306,193,43176591,13542,1655.90,37963,523.04,37078,463.76,24393,105.99,14.79,46.76
GCA_030052745.1_ASM3005274v1,41990,Pleurostoma richardsiae,EXF-13308,Ascomycota,,Sordariomycetes,,Calosphaeriales,Pleurostomataceae,Pleurostoma,Pleurostoma richardsiae,2023-05-19,202x,SPAdes v. 3.15.2,BGISEQ-500,haploid,Scaffold,691216,248,39834950,12540,1629.88,39083,468.40,39083,468.40,26543,80.25,7.77,55.41
GCA_027627245.1_Physisporinus_sp_VT162_reassembly_enz,2056292,Physisporinus lineatus,VT162,Basidiomycota,,Agaricomycetes,,Polyporales,Meripilaceae,Physisporinus,Physisporinus lineatus,2023-01-10,19.0x,MIRA v. 4.0; Geneious v. R11,IonTorrent,haploid,Scaffold,51059,2700,46923322,13285,1780.87,74759,256.90,74759,256.90,61474,72.44,6.06,48.41
GCA_015039465.1_Corgl3,171480,Phlegmacium glaucopus,AT 2004 276,Basidiomycota,,Agaricomycetes,,Agaricales,Cortinariaceae,Phlegmacium,Phlegmacium glaucopus,2020-10-27,107x,AllPathsLG v. R44008; PBJelly v. unknown,Illumina; PacBio,haploid,Scaffold,431567,769,63450306,20431,1508.00,102878,234.44,99321,212.59,82400,81.49,13.36,42.21
GCA_028751805.1_YZU_CsPM_1.2,135283,Podosphaera xanthii,YZU573,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera xanthii,2023-02-21,50.0x,Nextdenovo v. 2.0,Oxford Nanopore PromethION; Illumina NovaSeq,haploid,Contig,,,152748770,0,0,0,0,0,0,0,0,24.52,43.27
GCA_030378345.1_ASM3037834v1,62727,Podosphaera fusca,ZM-2022-MT899186,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera fusca,2023-07-07,873.0x,Hifiasm v. 1.0.0,PacBio RSII,haploid,Chromosome,20699482,11,156824485,0,0,0,0,0,0,0,0,24.80,43.27
GCA_001792895.1_ASM179289v1,139420,Polyporus brumalis,kfri 20912,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Polyporus,Polyporus brumalis,2016-10-20,60.0x,Canu v. 1.1,PacBio,haploid,Contig,,,53434618,0,0,0,0,0,0,0,0,7.94,56.99
GCA_014925825.1_Phohig1,2066989,Pholiota molesta,CBS 144467,Basidiomycota,,Agaricomycetes,,Agaricales,Strophariaceae,Pholiota,Pholiota molesta,2020-10-23,65x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,66044324,18112,1779.68,110772,231.27,106977,208.22,92634,71.43,6.54,49.36
GCA_002794775.1_PPIT.v3,108901,Porodaedalea pini,BCRC 35384,Basidiomycota,,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Porodaedalea,Porodaedalea pini,2017-11-21,189.0x,Falcon v. 0.5.0,PacBio,haploid,Contig,,,53346927,0,0,0,0,0,0,0,0,16.96,49.27
