ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCF_001477545.1_Pneu_cari_B80_V3,4754,Pneumocystis carinii,B80,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis carinii
GCF_001477535.1_Pneu_jiro_RU7_V2,42068,Pneumocystis jirovecii,RU7,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis jirovecii
GCF_000349005.2_Pneumo_murina_B123_V4,263815,Pneumocystis murina,B123,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis murina
GCA_017311285.1_Pneumocystis_oryctolagi_MERGE_1.1,42067,Pneumocystis oryctolagi,RABM,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis oryctolagi
GCA_018127085.1_P2C.v1.0,2698480,Pneumocystis sp. 'macacae',P2C,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis sp. 'macacae'
GCA_017301755.1_ASM1730175v1,38082,Pneumocystis wakefieldiae,2A,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis wakefieldiae
GCF_001653235.2_ASM165323v2,1380566,Pochonia chlamydosporia 170,170,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia,Pochonia chlamydosporia
GCA_018524395.1_ASM1852439v1,2841190,Podaxis carcinomalis,LINN1287.8
GCA_018524465.1_ASM1852446v1,56191,Podaxis pistillaris,LINN1287.7,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Podaxaceae,Podaxis,Podaxis pistillaris
GCA_018524415.1_ASM1852441v1,1810667,Podaxis rugospora,PREM57485,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Podaxaceae,Podaxis,Podaxis rugospora
GCA_018524725.1_ASM1852472v1,2802317,Podaxis sp. AQ645840,AQ645840
GCA_018524425.1_ASM1852442v1,2802314,Podaxis sp. AQ795752,AQ795752
GCA_018524765.1_ASM1852476v1,2802318,Podaxis sp. AQ799166,AQ799166
GCA_018524895.1_ASM1852489v1,2802319,Podaxis sp. C-F-101400,C-F-101400
GCA_018524435.1_ASM1852443v1,2802315,Podaxis sp. C-F-101401,C-F-101401
GCA_018524945.1_ASM1852494v1,2802320,Podaxis sp. C-F-92630,C-F-92630
GCA_018524685.1_ASM1852468v1,2802316,Podaxis sp. MADm22,MADm22
GCA_015852385.1_UCR_MclonAM1000_1.0,979688,Podila clonocystis,AM1000,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila clonocystis
GCA_015852495.1_UCR_MepiKOD1059_1.0,979697,Podila epicladia,KOD1059,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila epicladia
GCA_015679605.1_UCR_MepigNRRL5512_1.0,979699,Podila epigama,NRRL 5512,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila epigama
GCA_015679535.1_UCR_MhortCK413_1.0,311239,Podila horticola,CK413,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila horticola
GCA_016097945.1_UCR_MhumKOD1050_1.0,64523,Podila humilis,KOD1050,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila humilis
GCA_016098005.1_UCR_MminAD069_1.0,64525,Podila minutissima,AD069,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila minutissima
GCA_000739165.1_Mort_vert_NRRL_6337_V1,78898,Podila verticillata,NRRL 6337,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila verticillata
GCA_022627015.1_ASM2262701v1,79252,Podosphaera aphanis,DRCT72020,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis
GCA_018398735.1_WSU_PS_Poc_1.0,2086344,Podosphaera cerasi,MH,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera cerasi
GCA_013170925.1_ASM1317092v1,79249,Podosphaera leucotricha,PuE-3,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera leucotricha
GCA_010015925.1_POXAN_niab_assembly,135283,Podosphaera xanthii,Wanju2017,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera xanthii
GCF_000226545.1_ASM22654v1,2587412,Podospora anserina+,S mat+,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,Podospora anserina
GCA_017354895.1_ASM1735489v1,48703,Podospora comata,Wa139-,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,Podospora comata
GCA_018831705.1_ASM1883170v1,2781397,Polycephalomyces sp. BML-2020a,Field(B)_6/19/19
GCA_010093785.1_Polci1,705562,Polychaeton citri,CBS 116435,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Capnodiaceae,Polychaeton,Polychaeton citri
GCA_010093805.1_Polfu1,682080,Polyplosphaeria fusca,CBS 125425,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Tetraplosphaeriaceae,Polyplosphaeria,Polyplosphaeria fusca
GCA_004369055.1_Polar1,5639,Polyporus arcularius,HHB13444,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Polyporus,Polyporus arcularius
GCA_001792895.1_ASM179289v1,139420,Polyporus brumalis,kfri 20912,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Polyporus,Polyporus brumalis
GCA_002573605.1_Poly_hyst_7299_V1,221428,Polytolypa hystricis,UAMH7299,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Polytolypa,Polytolypa hystricis
GCA_002794775.1_PPIT.v3,108901,Porodaedalea pini,BCRC 35384,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Porodaedalea,Porodaedalea pini
GCA_022579005.1_Porpun1,101475,Poronia punctata,CBS 180.79,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Poronia,Poronia punctata
GCF_002117355.1_PosplRSB12_1,104341,Postia placenta,MAD-698-R-SB12,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Dacryobolaceae,Postia,Postia placenta
GCA_006536005.1_ASM653600v1,109895,Powellomyces hirtus,CBS 809.83,Chytridiomycota,,Chytridiomycetes,,Spizellomycetales,Powellomycetaceae,Powellomyces,Powellomyces hirtus
GCA_001553865.1_ASM155386v1,1712568,Preussia sp. BSL10,BSL10,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Sporormiaceae,Preussia,Preussia sp. BSL10
GCA_023627725.1_ASM2362772v1,2940325,Preussia sp. D2B6,D2B6
GCA_003709225.2_ASM370922v2,28549,Priceomyces carsonii,NRRL YB-4275,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces carsonii
GCA_003706855.2_ASM370685v2,45501,Priceomyces castillae,NRRL Y-7501,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces castillae
GCA_001599895.1_JCM_1635_assembly_v001,45502,Priceomyces haplophilus,JCM 1635,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces haplophilus
GCA_003705335.1_ASM370533v1,45504,Priceomyces medius,NRRL Y-7122,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces medius
GCA_002335605.1_JCM_1530_v001,181175,Prillingera fragicola,JCM 1530,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,,Prillingera,Prillingera fragicola
GCA_003988795.1_ASM398879v1,2283848,Proliferodiscus dingleyae,D683,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Proliferodiscus,Proliferodiscus dingleyae
GCA_003717255.1_ASM371725v1,42469,Protomyces gravidus,NRRL Y-17093,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces gravidus
GCA_003717155.1_ASM371715v1,27332,Protomyces inouyei,NRRL YB-4354,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces inouyei
GCA_003717165.1_ASM371716v1,27333,Protomyces inundatus,NRRL Y-6349,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces inundatus
GCF_002105105.1_Prola1,2754530,Protomyces lactucae-debilis,12-1054
GCA_003717175.1_ASM371717v1,48147,Protomyces macrosporus,NRRL Y-12879,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces macrosporus
GCA_003717275.1_ASM371727v1,48148,Protomyces pachydermus,NRRL YB-4355,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces pachydermus
GCA_003568695.1_ASM356869v1,1882900,Protomyces sp. C29,C29,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces sp. C29
GCA_022315425.1_Pfur_oli_TBG_2151,136282,Pseudevernia furfuracea,Pfur_oli_TBG_2151,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Pseudevernia,Pseudevernia furfuracea
GCA_013365205.1_ASM1336520v1,179343,Pseudocercospora cruenta,Pscow-1,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora cruenta
GCA_003666085.1_ASM366608v1,131340,Pseudocercospora crystallina,XJS617,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pallidocercospora,Pallidocercospora crystallina
GCA_001578235.1_ASM157823v1,321146,Pseudocercospora eumusae,CBS 114824,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora eumusae
GCF_000340215.1_Mycfi2,1873960,Pseudocercospora fijiensis,CIRAD86,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fijiensis
GCA_014298035.1_ASM1429803v1,685502,Pseudocercospora fuligena,PF001,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fuligena
GCA_012978405.1_ASM1297840v1,529468,Pseudocercospora macadamiae,BRIP 55526,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora macadamiae
GCA_001578225.1_ASM157822v1,113226,Pseudocercospora musae,CBS 116634,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora musae
GCA_000504365.2_ASM50436v2,858812,Pseudocercospora pini-densiflorae,CBS 125139,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora pini-densiflorae
GCA_016165855.1_IBUN_P_ulei_V1,1740738,Pseudocercospora ulei,GCL012,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora ulei
GCA_022814125.1_ASM2281412v1,169141,Pseudocyphellaria aurata,Werth ST10-01b,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria aurata
GCF_001641265.1_ASM164126v1,655981,Pseudogymnoascus destructans,20631-21,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus destructans
GCA_001630605.1_ASM163060v1,79858,Pseudogymnoascus pannorum,ATCC 16222,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus pannorum
GCA_001662645.1_ASM166264v1,1622148,Pseudogymnoascus sp. 03VT05,03VT05,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 03VT05
GCA_001630575.1_ASM163057v1,1752145,Pseudogymnoascus sp. 04NY16,04NY16,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 04NY16
GCA_001662605.1_ASM166260v1,1622149,Pseudogymnoascus sp. 05NY08,05NY08,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 05NY08
GCA_001662575.1_ASM166257v1,1524831,Pseudogymnoascus sp. 23342-1-I1,23342-1-I1,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 23342-1-I1
GCA_001662595.1_ASM166259v1,1622150,Pseudogymnoascus sp. 24MN13,24MN13,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 24MN13
GCA_001630595.1_ASM163059v1,1436940,Pseudogymnoascus sp. BL308,BL308,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. BL308
GCA_001630585.1_ASM163058v1,1436941,Pseudogymnoascus sp. BL549,BL549,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. BL549
GCA_000750895.1_DG30,1420912,Pseudogymnoascus sp. VKM F-103,VKM F-103,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-103
GCA_000750665.1_DG3,1437433,Pseudogymnoascus sp. VKM F-3557,VKM F-3557,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-3557
GCA_000750715.1_DG4,1420901,Pseudogymnoascus sp. VKM F-3775,VKM F-3775,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-3775
GCA_000750675.1_DG1,1391699,Pseudogymnoascus sp. VKM F-3808,VKM F-3808,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-3808
GCA_000750735.1_DG5,1420902,Pseudogymnoascus sp. VKM F-4246,VKM F-4246,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4246
GCA_000750745.1_DG6,1420906,Pseudogymnoascus sp. VKM F-4281 (FW-2241),VKM F-4281 (FW-2241),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4281 (FW-2241)
GCA_000750755.1_DG7,1420907,Pseudogymnoascus sp. VKM F-4513 (FW-928),VKM F-4513 (FW-928),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4513 (FW-928)
GCA_000750795.1_DG8,1420908,Pseudogymnoascus sp. VKM F-4514 (FW-929),VKM F-4514 (FW-929),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4514 (FW-929)
GCA_000750805.1_DG10,1420909,Pseudogymnoascus sp. VKM F-4515 (FW-2607),VKM F-4515 (FW-2607),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4515 (FW-2607)
GCA_000750815.1_DG11,1420910,Pseudogymnoascus sp. VKM F-4516 (FW-969),VKM F-4516 (FW-969),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4516 (FW-969)
GCA_000750875.1_DG13,1420911,Pseudogymnoascus sp. VKM F-4517 (FW-2822),VKM F-4517 (FW-2822),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4517 (FW-2822)
GCA_000750925.1_DG36,1420913,Pseudogymnoascus sp. VKM F-4518 (FW-2643),VKM F-4518 (FW-2643),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4518 (FW-2643)
GCA_000750935.1_DG38,1420914,Pseudogymnoascus sp. VKM F-4519 (FW-2642),VKM F-4519 (FW-2642),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4519 (FW-2642)
GCA_000750995.1_DG39,1420915,Pseudogymnoascus sp. VKM F-4520 (FW-2644),VKM F-4520 (FW-2644),Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-4520 (FW-2644)
GCA_001662585.1_ASM166258v1,1622147,Pseudogymnoascus sp. WSF 3629,WSF 3629,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. WSF 3629
GCF_001662655.1_ASM166265v1,342668,Pseudogymnoascus verrucosus,UAMH 10579,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus verrucosus
GCA_003049395.1_ASM304939v1,42149,Pseudohalonectria lignicola,M95,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Ophioceraceae,Pseudohalonectria,Pseudohalonectria lignicola
GCA_024364755.1_ASM2436475v1,106002,Pseudohyphozyma bogoriensis,ATCC 18809,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma bogoriensis
GCA_001432165.1_ASM143216v1,146866,Pseudoloma neurophilia,MK1,Microsporidia,,,,,,Pseudoloma,Pseudoloma neurophilia
GCF_002105095.1_Pseve2,1141098,Pseudomassariella vexata,CBS 129021,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Pseudomassariaceae,Pseudomassariella,Pseudomassariella vexata
GCF_003144135.1_Rhodsp1,1684307,Pseudomicrostroma glucosiphilum,MCA 4718,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Pseudomicrostroma,Pseudomicrostroma glucosiphilum
GCA_019022785.1_UFMT_Lindgomycetaceae_A73,2804201,Pseudomonodictys sp. A73,A73,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lindgomycetaceae,,Lindgomycetaceae sp. A73
GCA_003693545.1_ASM369354v1,1053252,Pseudonectria buxi,AR2414,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Pseudonectria,Pseudonectria buxi
GCA_003693505.1_ASM369350v1,1634538,Pseudonectria foliicola,JAC18-02,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Pseudonectria,Pseudonectria foliicola
GCA_015881745.1_ASM1588174v1,218556,Pseudopestalotiopsis theae,CYF27,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pseudopestalotiopsis,Pseudopestalotiopsis theae
GCA_003868215.1_ASM386821v1,1671306,Pseudophaeomoniella oleicola,M24,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Phaeomoniellales,Phaeomoniellaceae,Pseudophaeomoniella,Pseudophaeomoniella oleicola
GCA_003313425.1_ASM331342v1,285811,Pseudopyrenochaeta lycopersici,CRA-PAV_ER 1518,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pseudopyrenochaetaceae,Pseudopyrenochaeta,Pseudopyrenochaeta lycopersici
GCA_022813475.1_ASM2281347v1,2078565,Pseudopyrenochaeta terrestris,FJII-L10-SW-DR1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pseudopyrenochaetaceae,Pseudopyrenochaeta,Pseudopyrenochaeta terrestris
GCA_019804575.1_ASM1980457v1,144541,Pseudotulostoma volvatum,6Q3QHG6JMA,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Elaphomycetaceae,Pseudotulostoma,Pseudotulostoma volvatum
GCF_010093815.1_Psehy1,470096,Pseudovirgaria hyperparasitica,CBS 121739,Ascomycota,Pezizomycotina,Dothideomycetes,,Acrospermales,Acrospermaceae,Pseudovirgaria,Pseudovirgaria hyperparasitica
GCF_000417875.1_Pflocc_1.0,84751,Pseudozyma flocculosa,PF-1,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis flocculosa
GCF_000403515.1_ASM40351v1,327079,Pseudozyma hubeiensis,SY62,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma hubeiensis
GCA_023212685.1_ASM2321268v1,1652704,Pseudozyma pruni,CBS 10937,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma pruni
GCA_003004685.1_ASM300468v1,2039271,Pseudozyma sp. F8B2,F8B2,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma sp. F8B2
GCA_023212835.1_ASM2321283v1,203535,Pseudozyma thailandica,CBS 10006,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma thailandica
GCA_001736125.1_ASM173612v1,5483,Pseudozyma tsukubaensis,NBRC 1940,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma tsukubaensis
GCA_023853785.1_Pazu_FSU_13761_1.0,93624,Psilocybe azurescens,FSU 13761,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe,Psilocybe azurescens
GCA_013368295.1_LU_PSS_1.0,2480587,Psilocybe cf. subviscida,CBS 101986,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe,Psilocybe cf. subviscida
GCF_017499595.1_MGC_Penvy_1,181762,Psilocybe cubensis,MGC-MH-2018,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe,Psilocybe cubensis
GCA_002938375.1_Psicy2,93625,Psilocybe cyanescens,2631,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe,Psilocybe cyanescens
GCA_019721455.1_ASM1972145v1,2862369,Psilocybe galindoi,Georgia-2-SW
GCA_023853805.1_Pmex_FSU_13617_1.0,891396,Psilocybe mexicana,FSU 13617,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe,Psilocybe mexicana
GCA_019904355.1_ASM1990435v1,209853,Psilocybe tampanensis,sample3,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Psilocybe,Psilocybe tampanensis
GCA_004369125.1_Ptegra1,1884261,Pterula gracilis,CBS 309.79,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pterulaceae,Pterula,Pterula gracilis
GCA_900068985.1_Pterula_subulata-8,1617102,Pterula multifida,,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pterulaceae,Pterula,Pterula multifida
GCA_022814105.1_ASM2281410v1,223409,Ptychographa xylographoides,T1868,Ascomycota,Pezizomycotina,Lecanoromycetes,Ostropomycetidae,Trapeliales,Trapeliaceae,Ptychographa,Ptychographa xylographoides
GCA_001013415.1_ASM101341v1,333523,Puccinia arachidis,MRf11,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia arachidis
GCA_019395275.1_ASM1939527v1,27343,Puccinia brachypodii,F-Fl,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia brachypodii
GCA_002873125.1_ASM287312v1,200324,Puccinia coronata f. sp. avenae,12SD80,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia coronata
GCF_000149925.1_ASM14992v1,56615,Puccinia graminis f. sp. tritici,CRL 75-36-700-3,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia graminis
GCA_007896445.1_ASM789644v1,27345,Puccinia hordei,560,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia hordei
GCA_001624995.1_ASM162499v1,331382,Puccinia horiana,SC2014G01,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia horiana
GCA_004348175.1_PNOVO_Noble_KM,1904429,Puccinia novopanici,Ard-01,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia novopanici
GCA_001263375.1_ASM126337v1,27349,Puccinia sorghi,RO10H11247,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia sorghi
GCF_021901695.1_Pst134E36_v1_pri,168172,Puccinia striiformis f. sp. tritici,134E16A+17+33+,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia striiformis
GCA_019358815.1_Pt76_Chrs,208348,Puccinia triticina,Pt76,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia triticina
