ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_001792895.1,Polyporus brumalis,kfri 20912,139420,0;2;3;6;7;A;J;N;P;PRJNA326027;R,53434618,1232546,ASM179289v1
GCA_027604665.1,Polyrhizophydium stewartii,JEL0888,2732419,2;6;8;9;A;J;N;P;PRJNA629982;R,23303880,11431,ASM2760466v1
GCA_002573605.1,Polytolypa hystricis UAMH7299,UAMH7299,1447883,2;3;4;6;7;A;J;N;P;PRJNA179100;PRJNA234736;R,34692036,129122,Poly_hyst_7299_V1
GCA_002794775.1,Porodaedalea pini,BCRC 35384,108901,0;3;7;8;A;J;N;P;PRJNA380037;R,53307688,569242,PPIT.v3
GCA_900155495.1,Porogramme epimiltina,,81058,1;8;9;B;E;J;P;PRJEB11981;R,46180263,57672,Tinctoporellus epimiltinus RS1
GCA_022579005.1,Poronia punctata,CBS 180.79,101475,3;4;5;7;8;A;J;N;P;PRJNA583847;R,47990914,67818,Porpun1
GCA_951640195.1,Porpolomopsis calyptriformis,,1398758,1;2;6;8;9;B;E;J;P;PRJEB40665;PRJEB43510;PRJEB61698;PRJEB62198;PRJNA533106;R,33460502,1860760,gfPorCaly1.1
GCF_002117355.1,Postia placenta MAD-698-R-SB12,MAD-698-R-SB12,670580,0;2;5;9;A;J;N;P;PRJNA205990;R,42452888,142602,PosplRSB12_1
GCA_025526995.1,Powellomyces hirtus,BR81,109895,0;3;4;6;7;9;A;J;N;P;PRJNA460973;R,29428253,1016081,Powhir1
GCA_001553865.1,Preussia sp. BSL10,BSL10,1712568,0;2;5;7;9;A;J;N;P;PRJNA295097;R,31475124,146059,ASM155386v1
GCA_023627725.1,Preussia sp. D2B6,D2B6,2940325,1;2;3;8;A;J;N;P;PRJNA833221;R,33263517,1580237,ASM2362772v1
GCA_030574375.1,Priceomyces castillae,NRRL Y-7501,45501,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10619056,330699,ASM3057437v1
GCA_030574455.1,Priceomyces fermenticarens,NRRL Y-17321,45549,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11039384,273971,ASM3057445v1
GCA_001599895.1,Priceomyces haplophilus,JCM 1635,45502,3;6;7;B;D;J;P;PRJDB3556;PRJDB3667;R,10517128,598910,JCM_1635_assembly_v001
GCA_030570455.1,Priceomyces medius,NRRL Y-7122,45504,2;3;4;6;7;A;J;N;P;PRJNA736342;R,11068445,1072194,ASM3057045v1
GCA_031081885.1,Priceomyces melissophilus,ZIM 1115,27298,0;1;4;7;9;A;J;N;P;PRJNA941170;R,10700938,499475,ZIM1115
GCA_002335605.1,Prillingera fragicola,JCM 1530,181175,0;2;5;9;B;D;J;P;PRJDB5902;R,20263689,1453191,JCM_1530_v001
GCA_003988795.1,Proliferodiscus dingleyae,D683,2283848,2;4;6;7;8;A;J;N;P;PRJNA487672;R,34013099,927843,ASM398879v1
GCA_003568695.1,Protomyces arabidopsidicola,C29,1882900,0;1;4;6;8;9;A;J;N;P;PRJNA486901;R,11927991,449717,ASM356869v1
GCA_003717255.1,Protomyces gravidus,NRRL Y-17093,42469,1;4;6;7;8;A;J;N;P;PRJNA486711;R,11531250,228139,ASM371725v1
GCA_003717155.1,Protomyces inouyei,NRRL YB-4354,27332,1;4;5;6;7;8;A;J;N;P;PRJNA486715;R,12933910,213706,ASM371715v1
GCA_003717165.1,Protomyces inundatus,NRRL Y-6349,27333,3;4;6;7;8;A;J;N;P;PRJNA486783;R,14088234,132695,ASM371716v1
GCF_002105105.1,Protomyces lactucae-debilis,12-1054,2754530,0;3;6;7;9;A;J;N;P;PRJNA330697;R,12928838,565986,Prola1
GCA_003717175.1,Protomyces macrosporus,NRRL Y-12879,48147,4;6;7;8;9;A;J;N;P;PRJNA486796;R,13095064,327603,ASM371717v1
GCA_003717275.1,Protomyces pachydermus,NRRL YB-4355,48148,4;5;6;8;9;A;J;N;P;PRJNA486895;R,12007681,294752,ASM371727v1
GCA_022315425.1,Pseudevernia furfuracea,Pfur_oli_TBG_2151,136282,4;6;7;8;A;J;N;P;PRJNA764874;R,38176621,1566434,Pfur_oli_TBG_2151
GCA_013365205.1,Pseudocercospora cruenta,Pscow-1,179343,1;3;5;6;A;J;N;P;PRJNA613165;R,55619008,36031,ASM1336520v1
GCA_003666085.1,Pseudocercospora crystallina,XJS617,131340,1;2;4;5;8;A;J;N;P;PRJNA482514;R,36952682,378672,ASM366608v1
GCA_001578235.1,Pseudocercospora eumusae,CBS 114824,321146,0;2;6;8;9;A;J;N;P;PRJNA289096;R,47119461,77478,ASM157823v1
GCF_000340215.1,Pseudocercospora fijiensis CIRAD86,CIRAD86,383855,0;1;4;9;A;J;N;P;PRJNA19049;R,74141167,210716,Mycfi2
GCA_014298035.1,Pseudocercospora fuligena,CBS 109729,685502,2;5;6;7;A;J;N;P;PRJNA627565;R,50525800,407608,ASM1429803v1
GCA_012978405.1,Pseudocercospora macadamiae,BRIP 55526,529468,1;2;4;5;9;A;J;N;P;PRJNA594214;R,40070143,608373,ASM1297840v1
GCA_001578225.1,Pseudocercospora musae,CBS 116634,113226,0;2;8;9;A;J;N;P;PRJNA289098;R,60439160,39833,ASM157822v1
GCA_000504365.2,Pseudocercospora pini-densiflorae CBS 125139,CBS 125139,1367541,1;2;5;A;J;N;P;PRJNA212512;R,43513371,71448,ASM50436v2
GCA_016165855.1,Pseudocercospora ulei,GCL012,1740738,0;1;6;9;A;J;N;P;PRJNA661960;R,93730151,2352044,IBUN_P_ulei_V1
GCA_026120125.1,Pseudocercospora vitis,HUCC 2361,337446,0;1;2;7;8;9;A;J;N;P;PRJNA827019;R,30951520,496588,ASM2612012v1
GCA_022814125.1,Pseudocyphellaria aurata,Werth ST10-01b,169141,5;7;8;9;A;J;N;P;PRJNA795879;R,42928881,65211,ASM2281412v1
GCA_029641185.1,Pseudofabraea citricarpa,WZ-H,1664388,0;1;2;9;A;J;N;P;PRJNA911022;R,44005115,1487330,ASM2964118v1
GCF_001641265.1,Pseudogymnoascus destructans,20631-21,655981,2;6;7;9;A;J;N;P;PRJNA276926;R,35818201,1168637,ASM164126v1
GCA_001630605.1,Pseudogymnoascus pannorum,ATCC 16222,79858,1;2;3;9;A;J;N;P;PRJNA299331;R,30473340,207300,ASM163060v1
GCA_001662645.1,Pseudogymnoascus sp. 03VT05,03VT05,1622148,2;6;7;9;A;J;N;P;PRJNA276926;R,33292581,75206,ASM166264v1
GCA_001630575.1,Pseudogymnoascus sp. 04NY16,04NY16,1752145,1;2;3;9;A;J;N;P;PRJNA299331;R,31282179,28591,ASM163057v1
GCA_001662605.1,Pseudogymnoascus sp. 05NY08,05NY08,1622149,2;6;7;9;A;J;N;P;PRJNA276926;R,32206309,150378,ASM166260v1
GCA_001662575.1,Pseudogymnoascus sp. 23342-1-I1,23342-1-I1,1524831,2;6;7;9;A;J;N;P;PRJNA276926;R,32900320,175815,ASM166257v1
GCA_001662595.1,Pseudogymnoascus sp. 24MN13,24MN13,1622150,2;6;7;9;A;J;N;P;PRJNA276926;R,30179533,17417,ASM166259v1
GCA_001630595.1,Pseudogymnoascus sp. BL308,BL308,1436940,1;2;3;9;A;J;N;P;PRJNA299331;R,31386878,56242,ASM163059v1
GCA_001630585.1,Pseudogymnoascus sp. BL549,BL549,1436941,1;2;3;9;A;J;N;P;PRJNA299331;R,25837219,35332,ASM163058v1
GCA_030180035.1,Pseudogymnoascus sp. SDFLT0511,SDFLT0511,3041820,1;4;5;7;9;A;J;N;P;PRJNA957114;R,33547661,2178092,ASM3018003v1
GCA_000750895.1,Pseudogymnoascus sp. VKM F-103,VKM F-103,1420912,1;2;3;6;9;A;J;N;P;PRJNA216963;R,30255792,45274,DG30
GCA_000750665.1,Pseudogymnoascus sp. VKM F-3557,VKM F-3557,1437433,1;2;3;6;9;A;J;N;P;PRJNA216963;R,27649855,19956,DG3
GCA_000750715.1,Pseudogymnoascus sp. VKM F-3775,VKM F-3775,1420901,1;2;3;6;9;A;J;N;P;PRJNA216963;R,28506885,8235,DG4
GCA_000750675.1,Pseudogymnoascus sp. VKM F-3808,VKM F-3808,1391699,1;2;3;6;9;A;J;N;P;PRJNA216963;R,27778879,17453,DG1
GCA_000750735.1,Pseudogymnoascus sp. VKM F-4246,VKM F-4246,1420902,1;2;3;6;9;A;J;N;P;PRJNA216963;R,25759859,19521,DG5
GCA_000750745.1,Pseudogymnoascus sp. VKM F-4281 (FW-2241),VKM F-4281 (FW-2241),1420906,1;2;3;6;9;A;J;N;P;PRJNA216963;R,26549613,19037,DG6
GCA_000750755.1,Pseudogymnoascus sp. VKM F-4513 (FW-928),VKM F-4513 (FW-928),1420907,1;2;3;6;9;A;J;N;P;PRJNA216963;R,26440682,22824,DG7
GCA_000750795.1,Pseudogymnoascus sp. VKM F-4514 (FW-929),VKM F-4514 (FW-929),1420908,1;2;3;6;9;A;J;N;P;PRJNA216963;R,27026992,20782,DG8
GCA_000750805.1,Pseudogymnoascus sp. VKM F-4515 (FW-2607),VKM F-4515 (FW-2607),1420909,1;2;3;6;9;A;J;N;P;PRJNA216963;R,32006932,36636,DG10
GCA_000750815.1,Pseudogymnoascus sp. VKM F-4516 (FW-969),VKM F-4516 (FW-969),1420910,1;2;3;6;9;A;J;N;P;PRJNA216963;R,27599203,55154,DG11
GCA_000750875.1,Pseudogymnoascus sp. VKM F-4517 (FW-2822),VKM F-4517 (FW-2822),1420911,1;2;3;6;9;A;J;N;P;PRJNA216963;R,32880410,23970,DG13
GCA_000750925.1,Pseudogymnoascus sp. VKM F-4518 (FW-2643),VKM F-4518 (FW-2643),1420913,1;2;3;6;9;A;J;N;P;PRJNA216963;R,35479399,27334,DG36
GCA_000750935.1,Pseudogymnoascus sp. VKM F-4519 (FW-2642),VKM F-4519 (FW-2642),1420914,1;2;3;6;9;A;J;N;P;PRJNA216963;R,32578210,24539,DG38
GCA_000750995.1,Pseudogymnoascus sp. VKM F-4520 (FW-2644),VKM F-4520 (FW-2644),1420915,1;2;3;6;9;A;J;N;P;PRJNA216963;R,34096352,19903,DG39
GCA_001662585.1,Pseudogymnoascus sp. WSF 3629,WSF 3629,1622147,2;6;7;9;A;J;N;P;PRJNA276926;R,35517105,124096,ASM166258v1
GCF_001662655.1,Pseudogymnoascus verrucosus,UAMH 10579,342668,2;6;7;9;A;J;N;P;PRJNA276926;R,30174856,255240,ASM166265v1
GCA_003049395.1,Pseudohalonectria lignicola,M95,42149,3;4;8;9;A;J;N;P;PRJNA438993;R,41649530,77181,ASM304939v1
GCA_024364755.1,Pseudohyphozyma bogoriensis,ATCC 18809,106002,1;2;3;4;7;8;A;J;N;P;PRJNA814273;R,25859341,159754,ASM2436475v1
GCA_001432165.1,Pseudoloma neurophilia,MK1,146866,0;1;2;6;7;A;J;N;P;PRJNA206217;R,5248409,6148,ASM143216v1
GCF_002105095.1,Pseudomassariella vexata,CBS 129021,1141098,0;3;6;8;9;A;J;N;P;PRJNA330698;R,44711451,2561820,Pseve2
GCF_003144135.1,Pseudomicrostroma glucosiphilum,MCA 4718,1684307,0;3;8;A;J;N;P;PRJNA330883;R,17184282,393114,Rhodsp1
GCA_019022785.1,Pseudomonodictys pantanalensis,A73,2804201,0;3;6;7;9;A;J;N;P;PRJNA693007;R,45583259,73201,UFMT_Lindgomycetaceae_A73
GCA_003693545.1,Pseudonectria buxi,AR2414,1053252,4;5;7;8;A;J;N;P;PRJNA485774;R,27921820,190756,ASM369354v1
GCA_003693505.1,Pseudonectria foliicola,JAC18-02,1634538,4;5;7;8;A;J;N;P;PRJNA485774;R,28489897,128835,ASM369350v1
GCA_033297205.1,Pseudoneurospora amorphoporcata,CBS 626.80,241081,0;3;5;6;9;A;J;N;P;PRJNA953065;R,39983120,98295,Gelamo1
GCA_028028555.1,Pseudopestalotiopsis chinensis,AH-3-21*,1912844,0;2;3;9;A;J;N;P;PRJNA909932;R,51217406,2531931,ASM2802855v1
GCA_015881745.1,Pseudopestalotiopsis theae,CYF27,218556,0;1;3;6;A;J;N;P;PRJNA663031;R,50412300,1303041,ASM1588174v1
GCA_003868215.1,Pseudophaeomoniella oleicola,M24,1671306,0;4;6;7;8;A;J;N;P;PRJNA486708;R,27357770,332532,ASM386821v1
GCA_026873275.1,Pseudopithomyces maydicus,SBW1,1921599,2;6;7;8;A;J;N;P;PRJNA868872;R,39434212,2330532,ASM2687327v1
GCA_003313425.1,Pseudopyrenochaeta lycopersici,CRA-PAV_ER 1518,285811,0;3;4;5;7;8;A;J;N;P;PRJNA387405;R,62731430,1076669,ASM331342v1
GCA_022813475.1,Pseudopyrenochaeta terrestris,FJII-L10-SW-DR1,2078565,0;1;5;8;A;J;N;P;PRJNA800051;R,31041172,1076014,ASM2281347v1
GCA_031306065.1,Pseudopyricularia cyperi,Cr9010,1578920,2;6;7;8;9;A;J;N;P;PRJNA926786;R,35206045,11271,ASM3130606v1
GCA_031001725.1,Pseudopyricularia javani,CrA8401,3023521,2;6;7;8;9;A;J;N;P;PRJNA926786;R,32715629,11402,ASM3100172v1
GCA_019804575.2,Pseudotulostoma volvatum,6Q3QHG6JMA,144541,0;2;3;6;8;A;J;N;P;PRJNA328806;R,57179449,32298,ASM1980457v2
GCF_010093815.1,Pseudovirgaria hyperparasitica,CBS 121739,470096,2;4;5;6;7;A;J;N;P;PRJNA245627;R,35440147,226378,Psehy1
GCF_000417875.1,Pseudozyma flocculosa PF-1,PF-1,1277687,0;1;2;5;6;8;A;J;N;P;PRJNA185206;R,23305380,41602,Pflocc_1.0
GCF_000403515.1,Pseudozyma hubeiensis SY62,SY62,1305764,3;9;B;D;J;P;PRJDB993;R,18442938,203610,ASM40351v1
GCA_023212685.1,Pseudozyma pruni,CBS 10937,1652704,1;3;5;6;8;A;J;N;P;PRJNA816553;R,17871728,309041,ASM2321268v1
GCA_003004685.1,Pseudozyma sp. F8B2,F8B2,2039271,0;1;2;4;8;A;J;N;P;PRJNA408120;R,18463159,586279,ASM300468v1
GCA_023212835.1,Pseudozyma thailandica,CBS 10006,203535,1;3;5;6;8;A;J;N;P;PRJNA816553;R,19672538,336142,ASM2321283v1
GCA_001736125.1,Pseudozyma tsukubaensis,NBRC 1940,5483,2;3;5;8;A;J;N;P;PRJNA325852;R,23769677,161943,ASM173612v1
GCA_023853785.1,Psilocybe azurescens,FSU 13761,93624,0;3;4;7;9;A;J;N;P;PRJNA779034;R,71449623,162450,Pazu_FSU_13761_1.0
GCA_013368295.1,Psilocybe cf. subviscida,CBS 101986,2480587,3;4;5;6;9;A;J;N;P;PRJNA496359;R,53019196,2904075,LU_PSS_1.0
GCF_017499595.1,Psilocybe cubensis,MGC-MH-2018,181762,0;3;4;7;A;J;N;P;PRJNA700437;R,46389424,2796114,MGC_Penvy_1
GCA_002938375.1,Psilocybe cyanescens,2631,93625,3;5;7;8;A;J;N;P;PRJNA387735;R,47465408,51774,Psicy2
GCA_019721455.1,Psilocybe galindoi,Georgia-2-SW,2862369,0;3;4;7;A;J;N;P;PRJNA700437;R,53416833,8509,ASM1972145v1
GCA_023853805.1,Psilocybe mexicana,FSU 13617,891396,0;3;4;7;9;A;J;N;P;PRJNA779034;R,65236159,507670,Pmex_FSU_13617_1.0
GCA_027604855.1,Psilocybe subaeruginosa,BRIP:74430,181776,0;3;5;7;8;A;J;N;P;PRJNA850837;R,49326177,85933,ASM2760485v1
GCA_019904355.1,Psilocybe tampanensis,sample3,209853,0;3;4;7;A;J;N;P;PRJNA700437;R,46521012,21664,ASM1990435v1
GCA_004369125.1,Pterula gracilis,CBS 309.79,1884261,3;6;9;A;J;N;P;PRJNA333969;R,34769099,153560,Ptegra1
GCA_900068985.1,Pterula multifida,,1617102,0;5;7;8;B;E;J;P;PRJEB8570;R,51834972,1687,Pterula_subulata-8
GCA_022814105.1,Ptychographa xylographoides,T1868,223409,5;7;8;9;A;J;N;P;PRJNA795879;R,25544166,343217,ASM2281410v1
GCA_019395275.1,Puccinia brachypodii,F-Fl,27343,1;2;3;4;6;A;J;N;P;PRJNA313246;R,90698075,5455,ASM1939527v1
GCA_002873125.1,Puccinia coronata f. sp. avenae,12SD80,200324,3;4;5;6;8;9;A;J;N;P;PRJNA398546;R,99159039,268263,ASM287312v1
GCF_000149925.1,Puccinia graminis f. sp. tritici CRL 75-36-700-3,CRL 75-36-700-3,418459,1;3;5;8;A;J;N;P;PRJNA18535;R,88644628,39496,ASM14992v1
GCA_007896445.1,Puccinia hordei,560,27345,4;5;6;7;9;A;J;N;P;PRJNA495764;R,206919034,405324,ASM789644v1
GCA_001624995.1,Puccinia horiana,SC2014G01,331382,0;2;3;6;A;J;N;P;PRJNA306202;R,66403143,2551593,ASM162499v1
GCA_004348175.1,Puccinia novopanici,Ard-01,1904429,0;5;6;7;A;J;N;P;PRJNA507656;R,99934463,13091,PNOVO_Noble_KM
GCA_025617555.3,Puccinia polysora,GD1913,684837,0;1;3;8;A;J;N;P;PRJNA881038;R,1711118552,1964767,ASM2561755v3
GCA_001263375.1,Puccinia sorghi,RO10H11247,27349,2;3;7;9;A;J;N;P;PRJNA277993;R,99534058,4987,ASM126337v1
GCF_021901695.1,Puccinia striiformis f. sp. tritici,134E16A+17+33+,168172,1;4;6;7;9;A;J;N;P;PRJNA749614;PRJNA765334;R,89491239,759712,Pst134E36_v1_pri
GCF_026914185.1,Puccinia triticina,Pt15,208348,3;4;5;6;8;A;J;N;P;PRJNA848635;PRJNA879760;R,122823596,7485535,ASM2691418v1
GCA_003316545.1,Pulveroboletus ravenelii,MG41,80668,2;4;5;7;A;J;N;P;PRJNA454572;R,45279901,11092,ASM331654v1
GCF_000264995.1,Punctularia strigosozonata HHB-11173 SS5,HHB-11173 SS5,741275,0;2;4;5;7;A;J;N;P;PRJNA52407;R,34171901,125337,Punctularia strigosozonata v1.0
GCA_029168975.1,Purpureocillium lavendulum,YMF1.00683,1247861,0;1;6;9;A;J;N;P;PRJNA916066;R,46132948,4202612,ASM2916897v1
GCF_001653265.1,Purpureocillium lilacinum,PLFJ-1,33203,0;3;6;8;A;J;N;P;PRJNA308630;R,38534601,150141,ASM165326v1
GCF_022605165.1,Purpureocillium takamizusanense,PT3,2060973,2;5;6;7;8;A;J;N;P;PRJNA685267;R,35574015,3094299,ASM2260516v1
GCA_022814085.1,Puttea exsequens,T1888,2918520,5;7;8;9;A;J;N;P;PRJNA795879;R,25964033,473369,ASM2281408v1
GCA_026026765.1,Pycnora praestabilis,Spribille s.n. 21.07.2019/TS-e1952,1453791,3;4;8;A;J;N;P;PRJNA833438;R,24516431,466469,ASM2602676v1
GCA_001644535.1,Pyrenochaeta sp. DS3sAY3a,DS3sAY3a,765867,1;2;5;9;A;J;N;P;PRJNA255591;R,38501010,490183,Pyrsp1
GCA_020747015.1,Pyrenochaeta sp. MPI-SDFR-AT-0127,MPI-SDFR-AT-0127,2829485,1;3;4;6;7;9;A;J;N;P;PRJNA347196;R,40265766,541518,Pyrly1
GCA_000359685.2,Pyrenochaeta sp. UM 256,UM 256,1295359,1;4;5;7;8;9;A;J;N;P;PRJNA189754;R,35484281,457153,ASM35968v2
GCA_012365135.1,Pyrenophora graminea,CBS 336.29,5028,2;3;7;8;9;A;J;N;P;PRJNA373892;R,32551844,28369,ASM1236513v1
GCA_000465215.2,Pyrenophora seminiperda CCB06,CCB06,1302712,1;2;5;9;A;J;N;P;PRJNA192591;R,32539172,104765,Pysem1.0
GCA_014334815.1,Pyrenophora teres f. maculata,P-A14,97480,0;1;4;6;7;8;A;J;N;P;PRJNA417860;R,42027478,3807039,ASM1433481v1
GCF_000149985.1,Pyrenophora tritici-repentis Pt-1C-BFP,Pt-1C-BFP,426418,1;5;8;A;J;N;P;PRJNA18815;R,37840464,115530,ASM14998v1
GCA_902806595.1,Pyrenopolyporus hunteri,MUCL 49339,1955263,3;6;9;B;E;J;P;PRJEB36696;R,40356773,2611040,PH
GCA_021030945.1,Pyrenula aspistea,KRB14,427130,1;3;4;7;A;J;N;P;PRJNA714743;R,39129714,357955,ASM2103094v1
GCA_021030905.1,Pyrenula massariospora,TSL107,1229178,1;2;4;7;9;A;J;N;P;PRJNA714927;R,37860306,1189691,ASM2103090v1
GCF_004355905.1,Pyricularia grisea,NI907,148305,0;1;3;4;5;7;A;J;N;P;PRJNA507314;R,44557582,298533,PgNI
GCF_000002495.2,Pyricularia oryzae 70-15,70-15,242507,0;1;3;4;8;A;J;N;P;PRJNA13840;R,40979121,823590,MG8
GCF_004337985.1,Pyricularia pennisetigena,Br36,1578925,0;1;3;4;5;7;A;J;N;P;PRJNA507314;R,49117040,121839,PpBr36
GCA_019328425.1,Pyricularia sp. 18-2,18-2,2853973,1;4;5;7;8;A;J;N;P;PRJNA741858;R,41889135,3213234,ASM1932842v1
GCA_004337975.1,Pyricularia sp. CBS 133598,NI919,403063,0;1;3;4;5;7;A;J;N;P;PRJNA507314;R,41493134,1577355,PspLS
GCA_031306095.1,Pyricularia sp. CD86,CD86,3044413,2;6;7;8;9;A;J;N;P;PRJNA926786;R,37679479,7876,ASM3130609v1
GCA_031211305.1,Pyricularia urashimae,UbJA125,1960856,2;6;7;8;9;A;J;N;P;PRJNA926786;R,41265843,10739,ASM3121130v1
GCA_024516145.1,Pyronema domesticum,CBS 144463,47205,1;2;5;6;8;A;J;N;P;PRJNA556281;R,58392066,1468729,Pyrdom1
GCA_024516155.1,Pyronema omphalodes,CBS 144459,337075,2;3;6;7;8;A;J;N;P;PRJNA368372;R,61002793,709508,Pyrom1
GCA_002287475.2,Pyrrhoderma noxium,FFPRI411160,2282107,0;3;5;7;8;A;J;N;P;PRJNA377805;R,31444514,2646273,ASM228747v2
GCA_027596845.1,Quaeritorhiza haematococci,JEL0916,2654861,2;6;7;8;9;A;J;N;P;PRJNA629978;R,48216127,11502,ASM2759684v1
GCA_004016185.1,Quambalaria eucalypti,CMW1101,363177,0;4;5;7;A;J;N;P;PRJNA507544;R,26219376,50473,ASM401618v1
GCA_002077065.1,Rachicladosporium antarcticum,CCFEE 5527,1507870,2;3;4;8;A;J;N;P;PRJNA342238;R,47406531,774463,ASM207706v1
GCA_002077045.2,Rachicladosporium sp. CCFEE 5018,CCFEE 5018,1974281,2;3;4;8;A;J;N;P;PRJNA342238;R,44757331,33691,ASM207704v2
GCA_910592135.1,Racocetra fulgida,IN212,60492,0;3;4;5;B;E;J;P;PRJEB45340;R,295993657,4839,Racocetra_fulgida_IN212
GCA_910592285.1,Racocetra persica,MA461A,160502,0;3;4;5;B;E;J;P;PRJEB45340;R,353070320,2886,Racocetra_persica_MA461A
GCA_014905255.1,Racodium therryanum,Rac09Pj11-1,2684246,0;1;3;6;B;D;J;P;PRJDB10036;R,55521496,52070,Rac_1.0
GCF_025331425.1,Radiomyces spectabilis,NRRL 2753,64574,3;6;A;J;N;P;PRJNA366636;R,30409402,1929393,Radspe1
GCA_002778245.1,Raffaelea albimanens,CBS 271.70,45341,0;3;5;6;9;A;J;N;P;PRJNA395605;R,39037733,5266749,ASM277824v1
GCA_002778195.1,Raffaelea ambrosiae,CBS 185.64,45346,0;3;5;6;9;A;J;N;P;PRJNA395605;R,40783827,187424,ASM277819v1
GCA_002778165.1,Raffaelea arxii,CBS 273.70,45342,0;3;5;6;9;A;J;N;P;PRJNA395605;R,36823513,159694,ASM277816v1
GCA_019925385.1,Raffaelea deltoideospora,VPRI43720,577119,6;7;9;A;J;N;P;PRJNA667796;R,30909371,177960,ASM1992538v1
GCA_002777955.1,Raffaelea sp. RL272,RL272,2036197,0;3;5;6;9;A;J;N;P;PRJNA395605;R,35973000,115917,ASM277795v1
GCA_029948375.1,Ramalina farinacea,LIQ254RAFAR,258253,0;4;5;6;8;9;A;J;N;P;PRJNA890456;R,32742913,1546935,ASM2994837v1
GCA_003073195.1,Ramalina intermedia,YAF0013,86788,0;1;4;6;A;J;N;P;PRJNA416400;R,26246405,261437,RamPxa02_v1.0
GCA_001956345.1,Ramalina peruviana,YAF0012,475428,0;3;5;6;8;A;J;N;P;PRJNA358650;R,26990446,37922,RamPxa01_v1
GCA_003316465.1,Ramaria cf. rubripermanens,MG17,2016387,2;4;5;7;A;J;N;P;PRJNA454572;R,85574030,9251,ASM331646v1
GCA_015039355.1,Ramaria rubella,UT-36052-T,113071,0;1;2;6;9;A;J;N;P;PRJNA196021;R,105462249,55946,Ramac1
GCA_003314545.1,Ramaria sp. MG151,MG151,2175970,2;4;5;7;A;J;N;P;PRJNA454572;R,83793951,10878,ASM331454v1
GCA_025201865.1,Ramicandelaber brevisporus,CBS 109374,304332,1;2;5;6;7;A;J;N;P;PRJNA251765;R,25531049,14153,Rambr1
GCA_002368545.1,Ramichloridium luteum,CPC 18961,508918,1;2;3;8;9;A;J;N;P;PRJNA328911;R,28140596,341907,ASM236854v1
GCA_013461505.1,Ramularia coccinea,NJWW,475927,0;2;3;4;5;6;A;J;N;P;PRJNA635204;R,34215136,4278407,ASM1346150v1
GCF_900074925.1,Ramularia collo-cygni,URUG2,112498,1;2;3;8;9;B;E;J;P;PRJEB12938;R,32254922,227332,version 1
GCA_002116395.1,Ramularia endophylla CBS 113265,CBS 113265,1367538,0;1;2;5;8;A;J;N;P;PRJNA212508;R,41329147,48586,ASM211639v1
GCF_000968595.1,Rasamsonia emersonii CBS 393.64,CBS 393.64,1408163,2;6;7;9;A;J;N;P;PRJNA222976;R,28248805,65650,ASM96859v1
GCA_033675085.1,Recurvomyces mirabilis,CCFEE 5485,574656,3;4;6;A;J;N;P;PRJNA666634;R,26989372,330670,ASM3367508v1
GCA_003316065.1,Retiboletus ornatipes,MG30,1282276,2;4;5;7;A;J;N;P;PRJNA454572;R,29764564,14574,ASM331606v1
GCA_001557505.1,Reticulascus tulasneorum,NRRL18230,1028407,0;3;8;9;A;J;N;P;PRJNA309908;R,42868360,3787933,ASM155750v1
GCA_020746875.1,Rhexocercosporidium sp. MPI-PUGE-AT-0058,MPI-PUGE-AT-0058,2042821,1;3;4;5;7;9;A;J;N;P;PRJNA347195;R,62745254,2439245,Rhesp1
GCF_000835555.1,Rhinocladiella mackenziei CBS 650.93,CBS 650.93,1442369,1;2;3;5;A;J;N;P;PRJNA167910;PRJNA175043;PRJNA233315;R,32474431,577963,Rhin_mack_CBS_650_93_V1
GCA_024082115.1,Rhinocladiella similis,Poitiers_1,319420,1;4;5;7;8;A;J;N;P;PRJNA847151;R,34259553,4787646,ASM2408211v1
GCA_002104985.1,Rhizoclosmatium globosum,JEL800,329046,0;3;6;9;A;J;N;P;PRJNA330693;R,57018351,292246,Rhihy1
GCA_027596175.1,Rhizoclosmatium hyalinum,JEL0917,2724196,1;4;6;7;9;A;J;N;P;PRJNA619746;R,23450088,2336,ASM2759617v1
GCA_027604365.1,Rhizoclosmatium sp. JEL0117,JEL0117,2784343,1;2;6;7;9;A;J;N;P;PRJNA619726;R,30544921,40205,ASM2760436v1
GCF_016906535.1,Rhizoctonia solani,AG-1 IA,456999,1;2;4;6;9;A;J;N;P;PRJNA624219;R,40703773,2303118,ASM1690653v1
GCA_010015805.1,Rhizodiscina lignyota,CBS 133067,1504668,0;2;3;5;6;A;J;N;P;PRJNA263052;R,33426352,1689384,Rhili1
GCA_000611695.1,Rhizomucor miehei CAU432,CAU432,1031333,0;5;6;A;J;N;P;PRJNA66605;R,27442318,22231,RhzM_1.0
GCA_900175165.2,Rhizomucor pusillus,,4840,1;3;6;7;9;B;E;J;P;PRJEB17639;R,25635528,67921,FCH_5_7
GCA_015698045.1,Rhizophagus clarus,HR1,94130,0;6;8;B;D;J;P;PRJDB8680;R,146836162,1306809,RCL21
GCF_000439145.1,Rhizophagus irregularis DAOM 181602=DAOM 197198,DAOM 197198,747089,0;2;3;8;9;A;J;N;P;PRJNA208392;R,136726313,49632,ASM43914v3
