ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_001670055.1_ASM167005v1,4932,Saccharomyces cerevisiae,NSERVsf_F8,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003274585.1_ASM327458v1,4932,Saccharomyces cerevisiae,NX1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003274495.1_ASM327449v1,4932,Saccharomyces cerevisiae,NX2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003274485.1_ASM327448v1,4932,Saccharomyces cerevisiae,NX3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003271945.1_ASM327194v1,4932,Saccharomyces cerevisiae,NX4.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003272185.1_ASM327218v1,4932,Saccharomyces cerevisiae,NX7.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003272045.1_ASM327204v1,4932,Saccharomyces cerevisiae,NX8.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003272535.1_ASM327253v1,4932,Saccharomyces cerevisiae,NX8.3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_014132375.1_Scer_NYR20_01,4932,Saccharomyces cerevisiae,NYR20,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_900178325.1_FF_SoucheMTF2404_V1,4932,Saccharomyces cerevisiae,OakArd11_2_2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_900178385.1_FG_SoucheMTF2376_V1,4932,Saccharomyces cerevisiae,OakBod21_1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_900178405.1_FH_SoucheMTF2453_V1,4932,Saccharomyces cerevisiae,OakGri7_1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_900178345.1_FE_SoucheMTF2414_V1,4932,Saccharomyces cerevisiae,OakRom3_2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_014132395.1_Scer_P-684_01,4932,Saccharomyces cerevisiae,P-684,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_025503465.1_ASM2550346v1,4932,Saccharomyces cerevisiae,PF1605,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_023629095.1_ASM2362909v1,4932,Saccharomyces cerevisiae,PH3616,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_025503375.1_ASM2550337v1,4932,Saccharomyces cerevisiae,PK1605,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_015251915.1_ASM1525191v1,4932,Saccharomyces cerevisiae,PW5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_024732265.1_ASM2473226v1,4932,Saccharomyces cerevisiae,PY0001,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_009014655.1_Scer_Pf_1_01,4932,Saccharomyces cerevisiae,Pf-1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_039848515.1_ASM3984851v1,4932,Saccharomyces cerevisiae,Phaff 04-210,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_037126535.1_ASM3712653v1,4932,Saccharomyces cerevisiae,Phaff 40-119,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_037126715.1_ASM3712671v1,4932,Saccharomyces cerevisiae,Phaff 40-230,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003273075.1_ASM327307v1,4932,Saccharomyces cerevisiae,QH1-3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003273725.1_ASM327372v1,4932,Saccharomyces cerevisiae,QH1.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003272065.1_ASM327206v1,4932,Saccharomyces cerevisiae,QH2.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003273045.1_ASM327304v1,4932,Saccharomyces cerevisiae,QH21-3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003274205.1_ASM327420v1,4932,Saccharomyces cerevisiae,QH25-4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003271955.1_ASM327195v1,4932,Saccharomyces cerevisiae,QH3.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003274195.1_ASM327419v1,4932,Saccharomyces cerevisiae,QH45-2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003271925.1_ASM327192v1,4932,Saccharomyces cerevisiae,QH6.5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003273705.1_ASM327370v1,4932,Saccharomyces cerevisiae,QH7.2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003272165.1_ASM327216v1,4932,Saccharomyces cerevisiae,QH7.3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003271935.1_ASM327193v1,4932,Saccharomyces cerevisiae,QH7.4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_050575315.1_ASM5057531v1,4932,Saccharomyces cerevisiae,RC009,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_029702635.1_ASM2970263v1,4932,Saccharomyces cerevisiae,RM,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_019394105.1_ASM1939410v1,4932,Saccharomyces cerevisiae,RM11,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_000766635.2_ASM76663v2,4932,Saccharomyces cerevisiae,RM11-1A,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_009805665.1_ASM980566v1,4932,Saccharomyces cerevisiae,RM11-1a,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_040167625.2_HC_SC_RS_2,4932,Saccharomyces cerevisiae,Red Star,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_000766305.2_ASM76630v2,4932,Saccharomyces cerevisiae,RedStar,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_000091065.2_ASM9106v2,4932,Saccharomyces cerevisiae,S288C,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_021172205.1_ASM2117220v1,4932,Saccharomyces cerevisiae,S288C-SK1-cross,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_002057635.1_ASM205763v1,4932,Saccharomyces cerevisiae,S288c,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_051989875.1_ASM5198987v1,4932,Saccharomyces cerevisiae,S288c-PDA,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_026001015.1_ScS799_1.0,4932,Saccharomyces cerevisiae,S799,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_004114265.1_LGE_SA1_1.0,4932,Saccharomyces cerevisiae,SA1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869335.1_ASM1786933v1,4932,Saccharomyces cerevisiae,SAF1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869305.1_ASM1786930v1,4932,Saccharomyces cerevisiae,SAF2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869315.1_ASM1786931v1,4932,Saccharomyces cerevisiae,SAF26,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869325.1_ASM1786932v1,4932,Saccharomyces cerevisiae,SAF27,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869165.1_ASM1786916v1,4932,Saccharomyces cerevisiae,SAF28,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869095.1_ASM1786909v1,4932,Saccharomyces cerevisiae,SAF29,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017869105.1_ASM1786910v1,4932,Saccharomyces cerevisiae,SAF3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868975.1_ASM1786897v1,4932,Saccharomyces cerevisiae,SAF4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868915.1_ASM1786891v1,4932,Saccharomyces cerevisiae,SAF5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868835.1_ASM1786883v1,4932,Saccharomyces cerevisiae,SAN10,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868925.1_ASM1786892v1,4932,Saccharomyces cerevisiae,SAN11,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868655.1_ASM1786865v1,4932,Saccharomyces cerevisiae,SAN12,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868485.1_ASM1786848v1,4932,Saccharomyces cerevisiae,SAN13,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868355.1_ASM1786835v1,4932,Saccharomyces cerevisiae,SAN14,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868345.1_ASM1786834v1,4932,Saccharomyces cerevisiae,SAN15,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868165.1_ASM1786816v1,4932,Saccharomyces cerevisiae,SAN16,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868155.1_ASM1786815v1,4932,Saccharomyces cerevisiae,SAN17,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868185.1_ASM1786818v1,4932,Saccharomyces cerevisiae,SAN18,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868075.1_ASM1786807v1,4932,Saccharomyces cerevisiae,SAN19,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868175.1_ASM1786817v1,4932,Saccharomyces cerevisiae,SAN20,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868145.1_ASM1786814v1,4932,Saccharomyces cerevisiae,SAN21,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868065.1_ASM1786806v1,4932,Saccharomyces cerevisiae,SAN22,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017868025.1_ASM1786802v1,4932,Saccharomyces cerevisiae,SAN23,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867995.1_ASM1786799v1,4932,Saccharomyces cerevisiae,SAN24,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867955.1_ASM1786795v1,4932,Saccharomyces cerevisiae,SAN25,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867915.1_ASM1786791v1,4932,Saccharomyces cerevisiae,SAN30,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867885.1_ASM1786788v1,4932,Saccharomyces cerevisiae,SAN31,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867835.1_ASM1786783v1,4932,Saccharomyces cerevisiae,SAN32,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867755.1_ASM1786775v1,4932,Saccharomyces cerevisiae,SAN33,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867735.1_ASM1786773v1,4932,Saccharomyces cerevisiae,SAN6,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867595.1_ASM1786759v1,4932,Saccharomyces cerevisiae,SAN7,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867555.1_ASM1786755v1,4932,Saccharomyces cerevisiae,SAN8,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017867585.1_ASM1786758v1,4932,Saccharomyces cerevisiae,SAN9,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_051943025.1_ASM5194302v1,4932,Saccharomyces cerevisiae,SB01,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_058969545.1_ASM5896954v1,4932,Saccharomyces cerevisiae,SC8292,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_058969745.1_ASM5896974v1,4932,Saccharomyces cerevisiae,SC8293,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_058969635.1_ASM5896963v1,4932,Saccharomyces cerevisiae,SC8301,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866185.1_ASM1786618v1,4932,Saccharomyces cerevisiae,SCN1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866175.1_ASM1786617v1,4932,Saccharomyces cerevisiae,SCN2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866155.1_ASM1786615v1,4932,Saccharomyces cerevisiae,SCN3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866135.1_ASM1786613v1,4932,Saccharomyces cerevisiae,SCN4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866085.1_ASM1786608v1,4932,Saccharomyces cerevisiae,SCN5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866075.1_ASM1786607v1,4932,Saccharomyces cerevisiae,SCN6,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866045.1_ASM1786604v1,4932,Saccharomyces cerevisiae,SCN7,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866065.1_ASM1786606v1,4932,Saccharomyces cerevisiae,SCN8,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017866055.1_ASM1786605v1,4932,Saccharomyces cerevisiae,SCN9,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003275215.1_ASM327521v1,4932,Saccharomyces cerevisiae,SD1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003275125.1_ASM327512v1,4932,Saccharomyces cerevisiae,SD2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003276485.1_ASM327648v1,4932,Saccharomyces cerevisiae,SD3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003276375.1_ASM327637v1,4932,Saccharomyces cerevisiae,SD4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865995.1_ASM1786599v1,4932,Saccharomyces cerevisiae,SDN1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865875.1_ASM1786587v1,4932,Saccharomyces cerevisiae,SDU1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_000766595.2_ASM76659v2,4932,Saccharomyces cerevisiae,SEY6210,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_026585715.1_ASM2658571v1,4932,Saccharomyces cerevisiae,SG60,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_026585705.1_ASM2658570v1,4932,Saccharomyces cerevisiae,SGU90,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865715.1_ASM1786571v1,4932,Saccharomyces cerevisiae,SHXU1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_002057885.1_ASM205788v1,4932,Saccharomyces cerevisiae,SK1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_009738405.1_ASM973840v1,4932,Saccharomyces cerevisiae,SK23,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_050916155.1_ASM5091615v1,4932,Saccharomyces cerevisiae,SMY63,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_002807125.1_S_cerevisiae_SPSC01_v1,4932,Saccharomyces cerevisiae,SPSC01,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_002214855.1_ASM221485v1,4932,Saccharomyces cerevisiae,SRCM100587,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003277725.1_ASM327772v1,4932,Saccharomyces cerevisiae,SX1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003275115.1_ASM327511v1,4932,Saccharomyces cerevisiae,SX10,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003275105.1_ASM327510v1,4932,Saccharomyces cerevisiae,SX11,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003277095.1_ASM327709v1,4932,Saccharomyces cerevisiae,SX2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003277085.1_ASM327708v1,4932,Saccharomyces cerevisiae,SX3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_918239655.1_yHAB335,4932,Saccharomyces cerevisiae,SX35.1=14,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003277735.1_ASM327773v1,4932,Saccharomyces cerevisiae,SX4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003276995.1_ASM327699v1,4932,Saccharomyces cerevisiae,SX5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003277715.1_ASM327771v1,4932,Saccharomyces cerevisiae,SX6,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003276985.1_ASM327698v1,4932,Saccharomyces cerevisiae,SX7,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003276975.1_ASM327697v1,4932,Saccharomyces cerevisiae,SX8,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003275455.1_ASM327545v1,4932,Saccharomyces cerevisiae,SX9,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003272075.1_ASM327207v1,4932,Saccharomyces cerevisiae,SXJM1.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003274595.1_ASM327459v1,4932,Saccharomyces cerevisiae,SXJM4.1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003271775.1_ASM327177v1,4932,Saccharomyces cerevisiae,SXJM6.6,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_003273835.1_ASM327383v1,4932,Saccharomyces cerevisiae,SXJM9.5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865695.1_ASM1786569v1,4932,Saccharomyces cerevisiae,SXQ1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865745.1_ASM1786574v1,4932,Saccharomyces cerevisiae,SXQ10,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017871015.1_ASM1787101v1,4932,Saccharomyces cerevisiae,SXQ2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865645.1_ASM1786564v1,4932,Saccharomyces cerevisiae,SXQ3,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865655.1_ASM1786565v1,4932,Saccharomyces cerevisiae,SXQ4,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865475.1_ASM1786547v1,4932,Saccharomyces cerevisiae,SXQ5,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865415.1_ASM1786541v1,4932,Saccharomyces cerevisiae,SXQ6,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865375.1_ASM1786537v1,4932,Saccharomyces cerevisiae,SXQ7,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865285.1_ASM1786528v1,4932,Saccharomyces cerevisiae,SXQ8,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_017865245.1_ASM1786524v1,4932,Saccharomyces cerevisiae,SXQ9,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_001670355.1_ASM167035v1,4932,Saccharomyces cerevisiae,Soil7-1,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_001669995.1_ASM166999v1,4932,Saccharomyces cerevisiae,Sol7-2,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
GCA_001669965.1_ASM166996v1,4932,Saccharomyces cerevisiae,T.52_2H,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
